WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.45,73.8,52.3,09423560,2018-07-23 21:30,6.65
1.55,73.8,58.3,09423560,2018-07-23 21:45,6.75
1.59,73.8,62.0,09423560,2018-07-23 22:00,6.84
1.62,73.8,65.8,09423560,2018-07-23 22:15,6.93
1.67,73.8,70.5,09423560,2018-07-23 22:30,7.03
1.73,73.8,75.5,09423560,2018-07-23 22:45,7.11
1.76,73.9,80.4,09423560,2018-07-23 23:00,7.22
1.81,73.9,85.3,09423560,2018-07-23 23:15,7.30
1.79,73.9,86.7,09423560,2018-07-23 23:30,7.37
1.81,73.9,90.0,09423560,2018-07-23 23:45,7.45
