Temp,Flow,site_no,datetime,Velocity,GageHeight
75.9,176,09429070,2018-07-04 10:00,0.70,7.20
76.1,167,09429070,2018-07-04 10:15,0.66,7.22
76.2,175,09429070,2018-07-04 10:30,0.69,7.23
76.4,164,09429070,2018-07-04 10:45,0.65,7.24
76.6,176,09429070,2018-07-04 11:00,0.69,7.26
76.8,167,09429070,2018-07-04 11:15,0.66,7.26
77.0,177,09429070,2018-07-04 11:30,0.70,7.27
77.2,176,09429070,2018-07-04 11:45,0.69,7.29
77.4,178,09429070,2018-07-04 12:00,0.70,7.29
77.7,170,09429070,2018-07-04 12:15,0.67,7.29
77.7,170,09429070,2018-07-04 12:30,0.67,7.29
78.3,189,09429070,2018-07-04 12:45,0.75,7.21
78.5,179,09429070,2018-07-04 13:00,0.72,7.14
78.8,130,09429070,2018-07-04 13:15,0.53,7.10
79.0,127,09429070,2018-07-04 13:30,0.52,7.06
79.3,125,09429070,2018-07-04 13:45,0.51,7.02
79.5,131,09429070,2018-07-04 14:00,0.54,7.01
79.8,126,09429070,2018-07-04 14:15,0.53,6.94
80.0,133,09429070,2018-07-04 14:30,0.57,6.81
80.3,131,09429070,2018-07-04 14:45,0.56,6.75
80.5,127,09429070,2018-07-04 15:00,0.55,6.70
80.7,125,09429070,2018-07-04 15:15,0.55,6.66
80.8,125,09429070,2018-07-04 15:30,0.55,6.64
81.0,139,09429070,2018-07-04 15:45,0.61,6.62
81.2,129,09429070,2018-07-04 16:00,0.57,6.60
81.2,136,09429070,2018-07-04 16:15,0.61,6.49
81.3,136,09429070,2018-07-04 16:30,0.63,6.39
81.4,141,09429070,2018-07-04 16:45,0.65,6.33
81.5,136,09429070,2018-07-04 17:00,0.64,6.29
81.5,146,09429070,2018-07-04 17:15,0.69,6.26
81.5,143,09429070,2018-07-04 17:30,0.68,6.23
81.5,146,09429070,2018-07-04 17:45,0.69,6.22
81.5,211,09429070,2018-07-04 18:00,1.04,6.05
81.5,148,09429070,2018-07-04 18:15,0.74,5.98
81.4,149,09429070,2018-07-04 18:30,0.75,5.93
81.3,148,09429070,2018-07-04 18:45,0.75,5.89
81.2,155,09429070,2018-07-04 19:00,0.79,5.86
81.1,145,09429070,2018-07-04 19:15,0.75,5.82
81.1,145,09429070,2018-07-04 19:30,0.75,5.81
81.1,155,09429070,2018-07-04 19:45,0.80,5.80
81.0,151,09429070,2018-07-04 20:00,0.78,5.77
80.8,160,09429070,2018-07-04 20:15,0.85,5.65
80.6,163,09429070,2018-07-04 20:30,0.89,5.57
80.6,161,09429070,2018-07-04 20:45,0.89,5.51
80.5,151,09429070,2018-07-04 21:00,0.83,5.56
80.3,156,09429070,2018-07-04 21:15,0.85,5.59
80.1,152,09429070,2018-07-04 21:30,0.82,5.60
79.9,152,09429070,2018-07-04 21:45,0.82,5.60
79.8,146,09429070,2018-07-04 22:00,0.79,5.61
79.6,151,09429070,2018-07-04 22:15,0.82,5.61
79.5,151,09429070,2018-07-04 22:30,0.82,5.61
79.3,148,09429070,2018-07-04 22:45,0.80,5.61
79.2,146,09429070,2018-07-04 23:00,0.79,5.60
79.1,153,09429070,2018-07-04 23:15,0.83,5.60
79.0,140,09429070,2018-07-04 23:30,0.74,5.67
78.8,143,09429070,2018-07-04 23:45,0.75,5.74
