WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
0.69,69.4,21.4,09423560,2018-06-29 10:45,6.31
0.63,69.6,18.6,09423560,2018-06-29 11:00,6.22
0.65,69.9,18.5,09423560,2018-06-29 11:15,6.15
0.48,70.2,13.2,09423560,2018-06-29 11:30,6.07
0.44,70.7,11.6,09423560,2018-06-29 11:45,6.00
0.32,71.3,8.04,09423560,2018-06-29 12:00,5.95
0.25,71.7,6.06,09423560,2018-06-29 12:15,5.88
0.17,72.4,4.10,09423560,2018-06-29 12:30,5.87
0.11,73.3,2.67,09423560,2018-06-29 12:45,5.88
,73.8,3.51,09423560,2018-06-29 13:00,5.90
,74.3,4.42,09423560,2018-06-29 13:15,5.94
0.21,74.8,5.28,09423560,2018-06-29 13:30,5.95
0.08,75.1,2.01,09423560,2018-06-29 13:45,5.95
0.12,75.5,3.03,09423560,2018-06-29 14:00,5.96
,75.9,3.31,09423560,2018-06-29 14:15,5.90
0.15,76.2,3.69,09423560,2018-06-29 14:30,5.91
0.29,75.7,7.07,09423560,2018-06-29 14:45,5.89
0.32,75.1,8.25,09423560,2018-06-29 15:00,5.94
0.38,77.8,10.0,09423560,2018-06-29 15:15,5.99
0.52,74.6,13.8,09423560,2018-06-29 15:30,6.02
0.55,73.0,15.2,09423560,2018-06-29 15:45,6.09
0.69,72.3,19.5,09423560,2018-06-29 16:00,6.14
0.81,71.9,23.6,09423560,2018-06-29 16:15,6.20
0.86,71.7,26.0,09423560,2018-06-29 16:30,6.27
0.90,71.6,27.9,09423560,2018-06-29 16:45,6.32
1.00,71.4,32.4,09423560,2018-06-29 17:00,6.39
1.11,71.3,37.0,09423560,2018-06-29 17:15,6.46
1.18,71.2,40.8,09423560,2018-06-29 17:30,6.54
1.20,71.1,43.0,09423560,2018-06-29 17:45,6.62
1.28,71.0,47.2,09423560,2018-06-29 18:00,6.69
1.36,70.8,52.0,09423560,2018-06-29 18:15,6.78
1.44,70.6,57.0,09423560,2018-06-29 18:30,6.87
1.54,70.5,62.8,09423560,2018-06-29 18:45,6.95
1.52,70.3,64.0,09423560,2018-06-29 19:00,7.03
1.59,70.2,69.5,09423560,2018-06-29 19:15,7.12
1.63,70.1,73.8,09423560,2018-06-29 19:30,7.19
1.69,70.1,79.3,09423560,2018-06-29 19:45,7.28
1.69,70.1,81.8,09423560,2018-06-29 20:00,7.36
1.69,70.2,83.9,09423560,2018-06-29 20:15,7.43
1.73,70.2,88.5,09423560,2018-06-29 20:30,7.51
1.77,70.3,92.4,09423560,2018-06-29 20:45,7.57
1.81,70.4,96.8,09423560,2018-06-29 21:00,7.64
1.81,70.5,98.8,09423560,2018-06-29 21:15,7.71
1.77,70.6,98.6,09423560,2018-06-29 21:30,7.76
1.80,70.7,102,09423560,2018-06-29 21:45,7.82
1.82,70.7,105,09423560,2018-06-29 22:00,7.87
1.91,70.8,112,09423560,2018-06-29 22:15,7.91
1.93,70.8,115,09423560,2018-06-29 22:30,7.97
1.93,70.8,117,09423560,2018-06-29 22:45,8.01
2.01,70.8,122,09423560,2018-06-29 23:00,8.04
2.02,70.8,125,09423560,2018-06-29 23:15,8.08
1.99,70.8,124,09423560,2018-06-29 23:30,8.10
2.10,70.7,132,09423560,2018-06-29 23:45,8.13
