WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
0.28,83.8,6.01,09423560,2018-07-22 17:30,5.67
0.16,83.9,3.48,09423560,2018-07-22 17:45,5.69
0.18,83.9,3.93,09423560,2018-07-22 18:00,5.70
0.26,80.4,5.78,09423560,2018-07-22 18:15,5.73
0.49,79.3,11.2,09423560,2018-07-22 18:30,5.75
0.62,75.9,14.6,09423560,2018-07-22 18:45,5.80
0.68,75.0,16.5,09423560,2018-07-22 19:00,5.86
0.81,74.5,20.3,09423560,2018-07-22 19:15,5.92
0.90,74.2,23.3,09423560,2018-07-22 19:30,5.99
0.99,73.9,26.9,09423560,2018-07-22 19:45,6.06
0.99,73.8,28.1,09423560,2018-07-22 20:00,6.14
1.13,73.6,33.6,09423560,2018-07-22 20:15,6.23
1.22,73.5,37.8,09423560,2018-07-22 20:30,6.31
1.28,73.4,41.4,09423560,2018-07-22 20:45,6.40
1.32,73.3,44.3,09423560,2018-07-22 21:00,6.48
1.36,73.2,47.5,09423560,2018-07-22 21:15,6.57
1.39,73.1,50.6,09423560,2018-07-22 21:30,6.67
1.56,73.0,58.9,09423560,2018-07-22 21:45,6.76
1.59,73.0,62.2,09423560,2018-07-22 22:00,6.85
1.61,72.9,65.6,09423560,2018-07-22 22:15,6.94
1.73,72.9,73.3,09423560,2018-07-22 22:30,7.04
1.76,72.8,77.5,09423560,2018-07-22 22:45,7.13
1.80,72.8,82.0,09423560,2018-07-22 23:00,7.22
1.77,72.7,83.8,09423560,2018-07-22 23:15,7.31
1.79,72.7,87.0,09423560,2018-07-22 23:30,7.38
1.79,72.6,89.7,09423560,2018-07-22 23:45,7.46
