WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
0.68,72.4,19.9,09423560,2018-07-21 10:15,6.20
0.60,72.5,16.5,09423560,2018-07-21 10:30,6.09
0.54,72.5,13.9,09423560,2018-07-21 10:45,5.97
0.47,72.6,11.5,09423560,2018-07-21 11:00,5.87
0.45,72.6,10.5,09423560,2018-07-21 11:15,5.78
0.37,72.7,8.30,09423560,2018-07-21 11:30,5.70
0.23,72.8,4.85,09423560,2018-07-21 11:45,5.64
0.13,73.1,2.72,09423560,2018-07-21 12:00,5.63
0.08,73.3,1.68,09423560,2018-07-21 12:15,5.63
0.10,73.4,2.09,09423560,2018-07-21 12:30,5.63
0.10,73.7,2.13,09423560,2018-07-21 12:45,5.66
0.09,73.9,1.90,09423560,2018-07-21 13:00,5.64
0.13,74.0,2.69,09423560,2018-07-21 13:15,5.61
0.07,74.4,1.41,09423560,2018-07-21 13:30,5.57
0.09,74.5,1.83,09423560,2018-07-21 13:45,5.58
0.07,74.6,1.46,09423560,2018-07-21 14:00,5.62
0.09,74.8,1.92,09423560,2018-07-21 14:15,5.66
,74.8,2.04,09423560,2018-07-21 14:30,5.70
,74.8,2.11,09423560,2018-07-21 14:45,5.70
0.10,75.1,2.13,09423560,2018-07-21 15:00,5.66
,75.3,1.77,09423560,2018-07-21 15:15,5.62
0.07,75.5,1.45,09423560,2018-07-21 15:30,5.61
,76.1,1.98,09423560,2018-07-21 15:45,5.62
0.12,76.3,2.54,09423560,2018-07-21 16:00,5.65
0.08,76.5,1.72,09423560,2018-07-21 16:15,5.67
,76.3,2.09,09423560,2018-07-21 16:30,5.68
,76.5,2.43,09423560,2018-07-21 16:45,5.67
0.13,76.8,2.81,09423560,2018-07-21 17:00,5.68
0.30,75.7,6.59,09423560,2018-07-21 17:15,5.71
0.43,76.2,9.96,09423560,2018-07-21 17:30,5.76
0.57,74.4,13.6,09423560,2018-07-21 17:45,5.83
0.71,73.7,17.6,09423560,2018-07-21 18:00,5.90
0.84,73.3,21.4,09423560,2018-07-21 18:15,5.96
0.94,72.9,25.0,09423560,2018-07-21 18:30,6.04
1.04,72.7,29.2,09423560,2018-07-21 18:45,6.12
1.11,72.4,32.5,09423560,2018-07-21 19:00,6.20
1.21,72.1,36.9,09423560,2018-07-21 19:15,6.28
1.26,71.9,40.1,09423560,2018-07-21 19:30,6.37
1.32,71.6,43.6,09423560,2018-07-21 19:45,6.45
1.40,71.4,47.8,09423560,2018-07-21 20:00,6.52
1.41,71.2,50.1,09423560,2018-07-21 20:15,6.61
1.46,71.0,53.4,09423560,2018-07-21 20:30,6.68
1.54,70.8,58.4,09423560,2018-07-21 20:45,6.77
1.55,70.6,60.7,09423560,2018-07-21 21:00,6.85
1.58,70.5,63.5,09423560,2018-07-21 21:15,6.92
1.57,70.4,65.1,09423560,2018-07-21 21:30,7.00
1.69,70.3,73.2,09423560,2018-07-21 21:45,7.09
1.76,70.2,78.5,09423560,2018-07-21 22:00,7.16
1.78,70.1,82.0,09423560,2018-07-21 22:15,7.24
1.79,70.1,85.1,09423560,2018-07-21 22:30,7.32
1.78,70.0,86.9,09423560,2018-07-21 22:45,7.39
1.80,70.0,90.1,09423560,2018-07-21 23:00,7.46
1.81,70.0,92.6,09423560,2018-07-21 23:15,7.52
1.84,70.0,96.7,09423560,2018-07-21 23:30,7.60
1.84,70.0,98.4,09423560,2018-07-21 23:45,7.65
